encoder,t_true,t_pred
A_recon,0.22361837327480316,0.26482492685317993
A_recon,0.04726994037628174,0.07713061571121216
A_recon,0.06539896875619888,0.02650928497314453
A_recon,0.8224582672119141,0.6693358421325684
A_recon,0.1329060047864914,0.2275647521018982
A_recon,0.9044301509857178,0.8793531656265259
A_recon,0.27689120173454285,0.33932405710220337
A_recon,0.5369721055030823,0.5263148546218872
A_recon,0.9666624069213867,0.8614386320114136
A_recon,0.04489029198884964,0.16520443558692932
A_recon,0.8734802603721619,0.9317180514335632
A_recon,0.1756087690591812,0.16409659385681152
A_recon,0.8036306500434875,0.8502756357192993
A_recon,0.022617729380726814,0.12214136123657227
A_recon,0.7873679399490356,0.809418797492981
A_recon,0.08155261725187302,0.016358673572540283
A_recon,0.9841316938400269,0.7536964416503906
A_recon,0.5038029551506042,0.5594252347946167
A_recon,0.3031948208808899,0.34504491090774536
A_recon,0.91908860206604,0.9694855213165283
A_recon,0.11586561053991318,0.1056976318359375
A_recon,0.4192536175251007,0.4637462794780731
A_recon,0.38558724522590637,0.43282580375671387
A_recon,0.56049644947052,0.534371018409729
A_recon,0.6585798859596252,0.6346045136451721
A_recon,0.39681997895240784,0.4417569041252136
A_recon,0.5094958543777466,0.47381284832954407
A_recon,0.6321350932121277,0.5440517663955688
A_recon,0.8015446066856384,0.8260236978530884
A_recon,0.9504637122154236,0.9561508297920227
A_recon,0.2150506228208542,0.1460551619529724
A_recon,0.7933438420295715,0.8112502098083496
A_recon,0.9350576996803284,0.9586494565010071
A_recon,0.42465639114379883,0.48262834548950195
A_recon,0.4011441469192505,0.43107137084007263
A_recon,0.44548314809799194,0.49426454305648804
A_recon,0.564886748790741,0.5525331497192383
A_recon,0.16062363982200623,-0.04680055379867554
A_recon,0.7864852547645569,0.8737284541130066
A_recon,0.963181734085083,0.8719894886016846
A_recon,0.19179871678352356,0.009714305400848389
A_recon,0.9374291896820068,0.9672273993492126
A_recon,0.814118504524231,0.9455412030220032
A_recon,0.34324467182159424,0.3905327320098877
A_recon,0.03404558077454567,0.15633511543273926
A_recon,0.9595510959625244,0.942227303981781
A_recon,0.038969140499830246,0.11011722683906555
A_recon,0.48844921588897705,0.5350837111473083
A_recon,0.6488507390022278,0.5949729681015015
A_recon,0.8304239511489868,0.8567199110984802
A_recon,0.5763580799102783,0.5352059602737427
A_recon,0.9469066858291626,0.7637755274772644
A_recon,0.3166584372520447,0.3233199715614319
A_recon,0.4727479815483093,0.49521106481552124
A_recon,0.3294452428817749,0.3510967493057251
A_recon,0.8661492466926575,0.8547605276107788
A_recon,0.3391948938369751,0.4316459894180298
A_recon,0.13217884302139282,0.12678924202919006
A_recon,0.5569347739219666,0.5304787755012512
A_recon,0.05217625945806503,0.133572518825531
A_recon,0.20648635923862457,0.15740418434143066
A_recon,0.29660341143608093,0.3360833525657654
A_recon,0.21283099055290222,0.13334444165229797
A_recon,0.7916561961174011,0.8354155421257019
A_recon,0.038541387766599655,0.14469477534294128
A_recon,0.3718545734882355,0.43960779905319214
A_recon,0.8262233734130859,0.837791383266449
A_recon,0.6069009900093079,0.5697730779647827
A_recon,0.4294641315937042,0.46582308411598206
A_recon,0.7255076766014099,0.7227495908737183
A_recon,0.543407142162323,0.4874938130378723
A_recon,0.16620516777038574,0.15036427974700928
A_recon,0.5819411277770996,0.5314527153968811
A_recon,0.09771566092967987,0.25523442029953003
A_recon,0.45678430795669556,0.4897754192352295
A_recon,0.6137785315513611,0.5257302522659302
A_recon,0.10047228634357452,-0.03376549482345581
A_recon,0.06249576061964035,0.17742317914962769
A_recon,0.03506344184279442,0.16651558876037598
A_recon,0.43623191118240356,0.4757612943649292
A_recon,0.8845215439796448,1.053772211074829
A_recon,0.5537246465682983,0.5261858701705933
A_recon,0.3858489990234375,0.3736571669578552
A_recon,0.863983154296875,0.96427983045578
A_recon,0.7814376950263977,0.8775902390480042
A_recon,0.8636017441749573,0.8559000492095947
A_recon,0.6715876460075378,0.65171217918396
A_recon,0.025567099452018738,0.36629819869995117
A_recon,0.13552100956439972,0.014017611742019653
A_recon,0.5793352127075195,0.5598076581954956
A_recon,0.15725189447402954,0.03537994623184204
A_recon,0.7778174877166748,0.8261188268661499
A_recon,0.5118248462677002,0.5464720129966736
A_recon,0.11317416280508041,0.14349046349525452
A_recon,0.09792055934667587,0.024938225746154785
A_recon,0.7807241678237915,0.8231014013290405
A_recon,0.49659204483032227,0.5139710307121277
A_recon,0.9961411952972412,0.854743242263794
A_recon,0.4419293999671936,0.4605100154876709
A_recon,0.57950359582901,0.5039763450622559
A_recon,0.4624248147010803,0.46697354316711426
A_recon,0.3321610391139984,0.3376566767692566
A_recon,0.2818778157234192,0.22536608576774597
A_recon,0.23163169622421265,0.14594727754592896
A_recon,0.584966242313385,0.5364848971366882
A_recon,0.21748805046081543,0.22872883081436157
A_recon,0.2437216341495514,0.10402631759643555
A_recon,0.21070556342601776,0.24300110340118408
A_recon,0.21461491286754608,0.36844950914382935
A_recon,0.5292227864265442,0.5318623781204224
A_recon,0.6331599354743958,0.5453423261642456
A_recon,0.9148178696632385,0.6869263648986816
A_recon,0.9642256498336792,0.8192780613899231
A_recon,0.42423000931739807,0.4171944856643677
A_recon,0.3856578469276428,0.3998812437057495
A_recon,0.4771694839000702,0.5170912742614746
A_recon,0.5748858451843262,0.5662285089492798
A_recon,0.8124470710754395,0.9772539734840393
A_recon,0.532011091709137,0.5277189612388611
A_recon,0.32012221217155457,0.3962053656578064
A_recon,0.30756184458732605,0.3118831515312195
A_recon,0.19500446319580078,0.25089430809020996
A_recon,0.7264736294746399,0.6808112859725952
A_recon,0.9544852375984192,0.8371057510375977
A_recon,0.274048388004303,0.31595349311828613
A_recon,0.28553512692451477,0.22908306121826172
A_recon,0.20390738546848297,0.10909110307693481
A_recon,0.6163837909698486,0.5819271802902222
A_recon,0.13730046153068542,0.10355091094970703
A_recon,0.6497328877449036,0.5830766558647156
A_recon,0.9296082258224487,0.9447687268257141
A_recon,0.2188948392868042,0.22475868463516235
A_recon,0.6893444657325745,0.6377185583114624
A_recon,0.369340717792511,0.4301583170890808
A_recon,0.6649683713912964,0.6039506196975708
A_recon,0.7599704265594482,0.750311553478241
A_recon,0.6203205585479736,0.5967912077903748
A_recon,0.5495936870574951,0.49014919996261597
A_recon,0.6868129968643188,0.6559166312217712
A_recon,0.2996775805950165,0.2888169586658478
A_recon,0.4312267601490021,0.4561010003089905
A_recon,0.5898193717002869,0.5335458517074585
A_recon,0.47138574719429016,0.517408013343811
A_recon,0.650672435760498,0.6117128133773804
A_recon,0.11670985817909241,0.16396597027778625
A_recon,0.30831894278526306,0.36627787351608276
